year,category,winner,entity
2012,FOREIGN LANGUAGE FILM,FALSE,A Royal Affair
2012,FOREIGN LANGUAGE FILM,FALSE,War Witch
2012,BEST PICTURE,FALSE,Amour
2012,BEST PICTURE,TRUE,Argo
2012,BEST PICTURE,FALSE,Beasts of the Southern Wild
2012,BEST PICTURE,FALSE,Django Unchained
2012,BEST PICTURE,FALSE,Life of Pi
2012,BEST PICTURE,FALSE,Lincoln
2012,BEST PICTURE,FALSE,Silver Linings Playbook
2012,BEST PICTURE,FALSE,Zero Dark Thirty
2013,DIRECTING,FALSE,American Hustle
2013,DIRECTING,TRUE,Gravity
2013,DIRECTING,FALSE,Nebraska
2013,DIRECTING,FALSE,12 Years a Slave
2013,DIRECTING,FALSE,The Wolf of Wall Street
2013,FOREIGN LANGUAGE FILM,FALSE,The Broken Circle Breakdown
2013,FOREIGN LANGUAGE FILM,TRUE,The Great Beauty
2013,FOREIGN LANGUAGE FILM,FALSE,The Hunt
2013,FOREIGN LANGUAGE FILM,FALSE,The Missing Picture
2013,FOREIGN LANGUAGE FILM,FALSE,Omar
2013,BEST PICTURE,FALSE,American Hustle
2013,BEST PICTURE,FALSE,Captain Phillips
2013,BEST PICTURE,FALSE,Dallas Buyers Club
2013,BEST PICTURE,FALSE,Gravity
2013,BEST PICTURE,FALSE,Her
2013,BEST PICTURE,FALSE,Nebraska
2013,BEST PICTURE,FALSE,Philomena
2013,BEST PICTURE,TRUE,12 Years a Slave
2013,BEST PICTURE,FALSE,The Wolf of Wall Street
2014,DIRECTING,TRUE,Birdman or (The Unexpected Virtue of Ignorance)
2014,DIRECTING,FALSE,Boyhood
2014,DIRECTING,FALSE,Foxcatcher
2014,DIRECTING,FALSE,The Grand Budapest Hotel
2014,DIRECTING,FALSE,The Imitation Game
2014,FOREIGN LANGUAGE FILM,TRUE,Ida
2014,FOREIGN LANGUAGE FILM,FALSE,Leviathan
2014,FOREIGN LANGUAGE FILM,FALSE,Tangerines
2014,FOREIGN LANGUAGE FILM,FALSE,Timbuktu
2014,FOREIGN LANGUAGE FILM,FALSE,Wild Tales
2014,BEST PICTURE,FALSE,American Sniper
2014,BEST PICTURE,TRUE,Birdman or (The Unexpected Virtue of Ignorance)
2014,BEST PICTURE,FALSE,Boyhood
2014,BEST PICTURE,FALSE,The Grand Budapest Hotel
2014,BEST PICTURE,FALSE,The Imitation Game
2014,BEST PICTURE,FALSE,Selma
2014,BEST PICTURE,FALSE,The Theory of Everything
2014,BEST PICTURE,FALSE,Whiplash
2015,DIRECTING,FALSE,The Big Short
2015,DIRECTING,FALSE,Mad Max: Fury Road
2015,DIRECTING,TRUE,The Revenant
2015,DIRECTING,FALSE,Room
2015,DIRECTING,FALSE,Spotlight
2015,FOREIGN LANGUAGE FILM,FALSE,Embrace of the Serpent
2015,FOREIGN LANGUAGE FILM,FALSE,Mustang
2015,FOREIGN LANGUAGE FILM,TRUE,Son of Saul
2015,FOREIGN LANGUAGE FILM,FALSE,Theeb
2015,FOREIGN LANGUAGE FILM,FALSE,A War
2015,BEST PICTURE,FALSE,The Big Short
2015,BEST PICTURE,FALSE,Bridge of Spies
2015,BEST PICTURE,FALSE,Brooklyn
2015,BEST PICTURE,FALSE,Mad Max: Fury Road
2015,BEST PICTURE,FALSE,The Martian
2015,BEST PICTURE,FALSE,The Revenant
2015,BEST PICTURE,FALSE,Room
2015,BEST PICTURE,TRUE,Spotlight
2016,DIRECTING,FALSE,Arrival
2016,DIRECTING,FALSE,Hacksaw Ridge
2016,DIRECTING,TRUE,La La Land
2016,DIRECTING,FALSE,Manchester by the Sea
2016,DIRECTING,FALSE,Moonlight
2016,FOREIGN LANGUAGE FILM,FALSE,Land of Mine
2016,FOREIGN LANGUAGE FILM,FALSE,A Man Called Ove
2016,FOREIGN LANGUAGE FILM,TRUE,The Salesman
2016,FOREIGN LANGUAGE FILM,FALSE,Tanna
2016,FOREIGN LANGUAGE FILM,FALSE,Toni Erdmann
2016,BEST PICTURE,FALSE,Arrival
2016,BEST PICTURE,FALSE,Fences
2016,BEST PICTURE,FALSE,Hacksaw Ridge
2016,BEST PICTURE,FALSE,Hell or High Water
2016,BEST PICTURE,FALSE,Hidden Figures
2016,BEST PICTURE,FALSE,La La Land
2016,BEST PICTURE,FALSE,Lion
2016,BEST PICTURE,FALSE,Manchester by the Sea
2016,BEST PICTURE,TRUE,Moonlight
2017,DIRECTING,FALSE,Dunkirk
2017,DIRECTING,FALSE,Get Out
2017,DIRECTING,FALSE,Lady Bird
2017,DIRECTING,FALSE,Phantom Thread
2017,DIRECTING,TRUE,The Shape of Water
2017,FOREIGN LANGUAGE FILM,TRUE,A Fantastic Woman
2017,FOREIGN LANGUAGE FILM,FALSE,The Insult
2017,FOREIGN LANGUAGE FILM,FALSE,Loveless
2017,FOREIGN LANGUAGE FILM,FALSE,On Body and Soul
2017,FOREIGN LANGUAGE FILM,FALSE,The Square
2017,BEST PICTURE,FALSE,Call Me by Your Name
2017,BEST PICTURE,FALSE,Darkest Hour
2017,BEST PICTURE,FALSE,Dunkirk
2017,BEST PICTURE,FALSE,Get Out
2017,BEST PICTURE,FALSE,Lady Bird
2017,BEST PICTURE,FALSE,Phantom Thread
2017,BEST PICTURE,FALSE,The Post
2017,BEST PICTURE,TRUE,The Shape of Water
2017,BEST PICTURE,FALSE,"Three Billboards Outside Ebbing, Missouri"
2018,DIRECTING,FALSE,VICE
2018,DIRECTING,FALSE,THE FAVOURITE
2018,DIRECTING,FALSE,COLD WAR
2018,DIRECTING,FALSE,BLACKKKLANSMAN
2018,DIRECTING,TRUE,ROMA
2018,FOREIGN LANGUAGE FILM,TRUE,ROMA
2018,FOREIGN LANGUAGE FILM,FALSE,CAPERNAUM
2018,FOREIGN LANGUAGE FILM,FALSE,COLD WAR
2018,FOREIGN LANGUAGE FILM,FALSE,NEVER LOOK AWAY
2018,FOREIGN LANGUAGE FILM,FALSE,SHOPLIFTERS
2018,BEST PICTURE,FALSE,VICE
2018,BEST PICTURE,FALSE,A STAR IS BORN
2018,BEST PICTURE,FALSE,ROMA
2018,BEST PICTURE,FALSE,THE FAVOURITE
2018,BEST PICTURE,FALSE,BOHEMIAN RHAPSODY
2018,BEST PICTURE,FALSE,BLACKKKLANSMAN
2018,BEST PICTURE,TRUE,GREEN BOOK
2018,BEST PICTURE,FALSE,BLACK PANTHER
2019,DIRECTING,FALSE,THE IRISHMAN
2019,DIRECTING,FALSE,JOKER
2019,DIRECTING,FALSE,1917
2019,DIRECTING,FALSE,ONCE UPON A TIME...IN HOLLYWOOD
2019,DIRECTING,TRUE,PARASITE
2019,FOREIGN LANGUAGE FILM,TRUE,PARASITE
2019,FOREIGN LANGUAGE FILM,FALSE,CORPUS CHRISTI
2019,FOREIGN LANGUAGE FILM,FALSE,HONEYLAND
2019,FOREIGN LANGUAGE FILM,FALSE,LES MISÉRABLES
2019,FOREIGN LANGUAGE FILM,FALSE,PAIN AND GLORY
2019,BEST PICTURE,FALSE,1917
2019,BEST PICTURE,FALSE,MARRIAGE STORY
2019,BEST PICTURE,FALSE,LITTLE WOMEN
2019,BEST PICTURE,FALSE,JOKER
2019,BEST PICTURE,FALSE,JOJO RABBIT
2019,BEST PICTURE,FALSE,THE IRISHMAN
2019,BEST PICTURE,TRUE,PARASITE
2019,BEST PICTURE,FALSE,ONCE UPON A TIME...IN HOLLYWOOD
2019,BEST PICTURE,FALSE,FORD V FERRARI
